scene_id,rule_name,trigger_event,trigger_room,actions_ok,actions_fail,attack_active,attack_name,latency_ms
103997445_171030492,"kitchen_motion_light",motion_detected,kitchen,1,0,0,"None",0.39
103997445_171030492,"tv_motion_light",motion_detected,tv,0,0,0,"None",0.00
103997445_171030492,"hallway_motion_light",motion_detected,hallway,1,0,0,"None",0.25
103997445_171030492,"bedroom_002_motion_light",motion_detected,bedroom.002,1,0,0,"None",0.18
103997445_171030492,"otherroom_motion_light",motion_detected,other room,0,0,0,"None",0.00
103997445_171030492,"bedroom_002_motion_light",motion_detected,bedroom.002,0,0,0,"None",0.00
103997445_171030492,"hallway_motion_light",motion_detected,hallway,0,0,0,"None",0.00
103997445_171030492,"tv_motion_light",motion_detected,tv,0,0,0,"None",0.00
103997445_171030492,"bathroom_motion_light",motion_detected,bathroom,0,0,0,"None",0.00
103997445_171030492,"kitchen_motion_light",motion_detected,kitchen,0,0,0,"None",0.00
103997445_171030492,"bathroom_motion_light",motion_detected,bathroom,0,0,0,"None",0.00
103997445_171030492,"bar_motion_light",motion_detected,bar,0,0,0,"None",0.00
103997445_171030492,"lounge_motion_light",motion_detected,lounge,0,0,0,"None",0.00
103997445_171030492,"bar_motion_light",motion_detected,bar,0,0,0,"None",0.00
103997445_171030492,"bathroom_motion_light",motion_detected,bathroom,0,0,0,"None",0.00
103997445_171030492,"kitchen_motion_light",motion_detected,kitchen,0,0,0,"None",0.00
