scene_id,attack_name,category,success,packets_sent,packets_captured,duration_ms
104862573_172226682,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,10.7
104862573_172226682,"Matter State Injection",matter_message_injection,0,0,0,22.0
104862573_172226682,"Matter Command Hijack",matter_command_hijack,0,0,0,8.3
104862573_172226682,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,505.2
104862573_172226682,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1108.3
104862573_172226682,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,519.4
104862573_172226682,"Zigbee Frame Replay",protocol_replay,1,0,0,0.2
104862573_172226682,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.3
104862573_172226682,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,4.0
104862573_172226682,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
104862573_172226682,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
104862573_172226682,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.1
104862573_172226682,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.1
104862573_172226682,"Traffic Fingerprinting",traffic_analysis,1,0,0,1814.8
